Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-977225,"Amyloid fiber formation",2,89,18,741,0.006120203548342732,0.9477262655425975,0.9477262655425975,21,33,0.0024415507546611424,9606,Homo sapiens,"P01160;P05067","P01160;P05067",P17612;P0DP23;P0DP25;P49810;P62942;P49768;P0DP24;P11021;P06241;Q16623;P06241;P49768;P05067;P05067;P05067;Q03135;P05067;P05067;P05556;P17252,P09958;P02743;P56817;P02649;P37840;Q92673;P05067,"R-HSA-8871494;R-HSA-9010091;R-HSA-5660757;R-HSA-6783332;R-HSA-5693086;R-HSA-5693081;R-HSA-5692934;R-HSA-976734;R-HSA-5693092;R-HSA-5661157;R-HSA-8871506;R-HSA-5658496;R-HSA-9010096;R-HSA-5692495;R-HSA-5693071;R-HSA-9010034;R-HSA-5692941;R-HSA-976723;R-HSA-977136;R-HSA-5661161;R-HSA-5693001"
R-HSA-5654741,"Signaling by FGFR3",0,53,9,470,0.0036446155962040986,0.9482861929813644,0.9482861929813644,11,43,0.0031814146197099735,9606,Homo sapiens,"","",Q9UKS6;P62258;P05067;P11021;P12814;Q03135;P20073;P06241;P05556,18348;O43597;P19174;16618;28815;Q06124;P22681;P15056,"R-HSA-5654148;R-HSA-5654709;R-HSA-1295622;R-HSA-190263;R-HSA-1295621;R-HSA-5654224;R-HSA-1295604;R-HSA-5654705;R-HSA-190261;R-HSA-1549564;R-HSA-5654633"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",1,106,6,444,0.007289231192408197,0.9488928991899507,0.9488928991899507,11,68,0.005031074282332051,9606,Homo sapiens,"P05067","P05067",P62258;P49810;P49768;O00141;P05067;P21796,P01100;P05412;P15336;Q13233;P19419;Q9BQ95;P16220,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-199895;R-HSA-166869;R-HSA-168053;R-HSA-198731;R-HSA-168440;R-HSA-168136;R-HSA-199935;R-HSA-199917"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",1,100,2,437,0.006876633200385091,0.9494925438029297,0.9494925438029297,5,53,0.0039212784847588045,9606,Homo sapiens,"P05067","P05067",P62258;P05067,Q13526;Q13233;Q14790,"R-HSA-936462;R-HSA-933532;R-HSA-936380;R-HSA-168166;R-HSA-933528"
R-HSA-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",0,218,2,318,0.0149910603768395,0.9497897435277943,0.9497897435277943,5,48,0.003551346552234389,9606,Homo sapiens,"","",P05067;Q16623,Q15836;O43752;Q13190;O75396;Q12981;Q9NZ43;O75379,"R-HSA-8847638;R-HSA-6814678;R-HSA-6811422;R-HSA-6814683;R-HSA-6811417"
R-HSA-168255,"Influenza Infection",0,200,6,336,0.013753266400770183,0.9497897435277943,0.9497897435277943,4,59,0.004365196803788103,9606,Homo sapiens,"","",P16615;P17612;Q02790;P06241;P05067;P21796,P07900;P0C0U1;P27824;P12236;P27797,"R-HSA-192704;R-HSA-169921;R-HSA-192830;R-HSA-168878"
R-HSA-9682385,"FLT3 signaling in disease",0,43,5,485,0.002956952276165589,0.9500852083566931,0.9500852083566931,5,52,0.0038472920982539215,9606,Homo sapiens,"","",Q9UKS6;P62258;P49810;P11021;Q03135,Q06124;Q07889;P62993;Q07817,"R-HSA-9703430;R-HSA-9695841;R-HSA-9695845;R-HSA-9698026;R-HSA-9698008"
R-HSA-3899300,"SUMOylation of transcription cofactors",0,44,2,493,0.0030257186081694403,0.9506709734537409,0.9506709734537409,1,27,0.0019976324356318436,9606,Homo sapiens,"","",P06241;P05067,Q99497,"R-HSA-4085331"
R-HSA-162587,"HIV Life Cycle",0,179,3,368,0.012309173428689313,0.9509612936415303,0.9509612936415303,10,117,0.008656407221071322,9606,Homo sapiens,"","",P16615;P05067;P06241,P09958;P04578;Q00403;Q8WUM4;P62937,"R-HSA-3159232;R-HSA-167474;R-HSA-167477;R-HSA-171291;R-HSA-173115;R-HSA-171288;R-HSA-167113;R-HSA-174494;R-HSA-3149454;R-HSA-174493"
R-HSA-5218859,"Regulated Necrosis",0,77,2,463,0.00529500756429652,0.9509612936415303,0.9509612936415303,4,57,0.004217224030778337,9606,Homo sapiens,"","",P06241;P05067,Q8WUM4;P09429;P99999;Q14790,"R-HSA-9687458;R-HSA-9688832;R-HSA-6805981;R-HSA-114284"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",1,73,5,452,0.0050199422362811165,0.9512499187732925,0.9512499187732925,6,36,0.0026635099141757916,9606,Homo sapiens,"P78417","P78417",P0DP23;Q8NBP7;P49810;P0DP25;P0DP24;P05067;P17252,P52597;P62937;Q53EL6;P11233;P07355,"R-HSA-8950328;R-HSA-8950175;R-HSA-8950415;R-HSA-8950480;R-HSA-8950721;R-HSA-8950533"
R-HSA-3928664,"Ephrin signaling",1,23,1,505,0.001581625636088571,0.9515368586663893,0.9515368586663893,10,11,8.138502515537141E-4,9606,Homo sapiens,"P06241","P06241",Q99828,O43639,"R-HSA-3928633;R-HSA-3928639;R-HSA-3928594;R-HSA-3928625;R-HSA-3928641;R-HSA-3928640;R-HSA-3928631;R-HSA-3928615;R-HSA-3928614;R-HSA-3928580"
R-HSA-5654736,"Signaling by FGFR1",0,62,9,472,0.004263512584238757,0.9515368586663893,0.9515368586663893,14,48,0.003551346552234389,9606,Homo sapiens,"","",Q9UKS6;P62258;P05067;P11021;P12814;Q03135;P20073;P06241;P05556,18348;O43597;P19174;16618;28815;Q06124;P22681;P15056,"R-HSA-5654167;R-HSA-5654165;R-HSA-5654515;R-HSA-1295604;R-HSA-190245;R-HSA-1549564;R-HSA-5654584;R-HSA-5654692;R-HSA-190256;R-HSA-5654690;R-HSA-1295622;R-HSA-1295621;R-HSA-5654511;R-HSA-190268"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",1,102,3,468,0.007014165864392794,0.9521057217243476,0.9521057217243476,11,61,0.004513169576797869,9606,Homo sapiens,"P05067","P05067",O00141;P05067;P21796,P01100;P05412;P15336;P19419;P16220;Q14790,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-199895;R-HSA-168053;R-HSA-9013889;R-HSA-198731;R-HSA-168440;R-HSA-168136;R-HSA-199935;R-HSA-199917"
R-HSA-5653656,"Vesicle-mediated transport",8,824,16,1582,0.05666345757117315,0.9521109319000992,0.9521109319000992,69,252,0.01864456939923054,9606,Homo sapiens,"P17302;Q9UKS6;P0DP23;Q01484;P35212;P05067;O00499;P62258","P17302;Q9UKS6;P0DP23;Q01484;P35212;P05067;O00499;P62258",P17612;P0DP23;P0DP25;P49810;P62942;P0DP24;P49768;P11021;P06241;Q16623;Q14957;P49768;P12814;Q03135;P20073;P05067;P05556;P17302,Q15836;O43752;O15155;Q9UL45;Q07157;Q12981;O14653;O75379;P49407;P48730;P98082;P63027;Q8WUX9;P05067;18348;Q13190;O75396;O00161;Q9NZ43;P27958;P16671;Q12846;16851,"R-HSA-8868230;R-HSA-5229132;R-HSA-8868236;R-HSA-1445149;R-HSA-5694425;R-HSA-8847638;R-HSA-8854290;R-HSA-191636;R-HSA-5694415;R-HSA-8871196;R-HSA-8871194;R-HSA-8871193;R-HSA-2316349;R-HSA-190877;R-HSA-376357;R-HSA-2187264;R-HSA-6807877;R-HSA-6807875;R-HSA-191654;R-HSA-376364;R-HSA-191656;R-HSA-8877612;R-HSA-8868651;R-HSA-8867754;R-HSA-8868648;R-HSA-6814678;R-HSA-8868661;R-HSA-8868660;R-HSA-917693;R-HSA-196017;R-HSA-8868659;R-HSA-376369;R-HSA-8868658;R-HSA-190519;R-HSA-432688;R-HSA-196026;R-HSA-8869438;R-HSA-190520;R-HSA-190782;R-HSA-6814683;R-HSA-5694441;R-HSA-8933452;R-HSA-190662;R-HSA-190790;R-HSA-190788;R-HSA-6809006;R-HSA-421836;R-HSA-5333658;R-HSA-6809003;R-HSA-432712;R-HSA-421833;R-HSA-190541;R-HSA-6809015;R-HSA-6809011;R-HSA-6809010;R-HSA-190682;R-HSA-190686;R-HSA-191072;R-HSA-2316352;R-HSA-8868066;R-HSA-190829;R-HSA-1449574;R-HSA-429815;R-HSA-1454689;R-HSA-8863472;R-HSA-5229111;R-HSA-6811422;R-HSA-191737;R-HSA-6811417"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",6,499,24,1456,0.03431439966992161,0.9538886914961178,0.9538886914961178,96,484,0.03580941106836342,9606,Homo sapiens,"P0DP23;Q13557;P06241;P49810;P49768;P62942","P0DP23;Q13557;P06241;P49810;P49768;P62942",P30626;P11021;P0DP24;P35609;P06241;Q14643;P16615;Q9UKS6;P20073;O00141;P05067;P17252;P17612;P0DP23;P62258;P0DP25;P49810;O00499;Q92736;O00499;Q02790;P05067;P05067;P12814;Q03135;P05556,P31749;P19174;Q92934;16618;P00533;P01106;28815;Q07889;Q13485;P29353;Q00987;P62993;P22681;P49841;Q07817;P40763;18348;P49815;Q06124;P35568;P16220,"R-HSA-9670418;R-HSA-9670417;R-HSA-6802916;R-HSA-9670416;R-HSA-2023451;R-HSA-9656212;R-HSA-6802927;R-HSA-9670426;R-HSA-3656382;R-HSA-5654748;R-HSA-4839746;R-HSA-6802924;R-HSA-9664664;R-HSA-1226014;R-HSA-9665411;R-HSA-9665410;R-HSA-9703430;R-HSA-5655235;R-HSA-2220985;R-HSA-9665034;R-HSA-5655247;R-HSA-6802941;R-HSA-5655244;R-HSA-9665416;R-HSA-9665032;R-HSA-2220988;R-HSA-9670414;R-HSA-9670413;R-HSA-9670412;R-HSA-1839107;R-HSA-2400001;R-HSA-9664950;R-HSA-4791278;R-HSA-3315483;R-HSA-5655290;R-HSA-2400009;R-HSA-5655289;R-HSA-2219536;R-HSA-9670433;R-HSA-2394007;R-HSA-2012074;R-HSA-1248677;R-HSA-9665701;R-HSA-9665706;R-HSA-9665704;R-HSA-9664940;R-HSA-9712084;R-HSA-2243942;R-HSA-9634391;R-HSA-2399969;R-HSA-5655313;R-HSA-2399981;R-HSA-1225947;R-HSA-2399982;R-HSA-9698008;R-HSA-9712088;R-HSA-8853323;R-HSA-2399977;R-HSA-5655323;R-HSA-1225949;R-HSA-8853320;R-HSA-2399988;R-HSA-5637766;R-HSA-9710917;R-HSA-2399985;R-HSA-9710914;R-HSA-9724099;R-HSA-2399996;R-HSA-2399997;R-HSA-2399999;R-HSA-9712079;R-HSA-2399992;R-HSA-2033474;R-HSA-2033472;R-HSA-1839100;R-HSA-2399941;R-HSA-9672177;R-HSA-2317387;R-HSA-1839094;R-HSA-1247999;R-HSA-9665407;R-HSA-1839091;R-HSA-1247842;R-HSA-9672162;R-HSA-9695841;R-HSA-1247841;R-HSA-5637794;R-HSA-9695845;R-HSA-5637792;R-HSA-9698026;R-HSA-5655343;R-HSA-2399966;R-HSA-5655336;R-HSA-5637800;R-HSA-4839734;R-HSA-5637801"
R-HSA-5693606,"DNA Double Strand Break Response",0,75,3,478,0.005157474900288819,0.954045074163618,0.954045074163618,3,48,0.003551346552234389,9606,Homo sapiens,"","",P62258;P05067;P05067,Q8N2W9;O00213;P00519,"R-HSA-5686578;R-HSA-5683986;R-HSA-5682586"
R-HSA-8939211,"ESR-mediated signaling",4,256,10,1141,0.017604180992985833,0.9542324081480593,0.9542324081480593,26,111,0.008212488902042025,9606,Homo sapiens,"P14780;P0DP23;Q03135;Q02790","P14780;P0DP23;Q03135;Q02790",P16615;P35609;P12814;O00499;O00141;P05067;P06241;Q16623;O00499;Q14524,O00559;P01100;Q8NC69;P10415;P20226;P19419;P01106;P12931;P23771;Q99873;P16220,"R-HSA-9018505;R-HSA-199298;R-HSA-9624272;R-HSA-9021068;R-HSA-198731;R-HSA-8932033;R-HSA-8939203;R-HSA-202127;R-HSA-8939204;R-HSA-9011975;R-HSA-9021596;R-HSA-9625479;R-HSA-9038161;R-HSA-9038163;R-HSA-9021079;R-HSA-9009065;R-HSA-9632182;R-HSA-9032751;R-HSA-9625465;R-HSA-9011941;R-HSA-9623999;R-HSA-111916;R-HSA-9009533;R-HSA-9018494;R-HSA-9023861;R-HSA-9709547"
R-HSA-69620,"Cell Cycle Checkpoints",1,280,2,317,0.019254572961078256,0.9556452343639705,0.9556452343639705,6,56,0.004143237644273453,9606,Homo sapiens,"P62258","P62258",P62258;Q92736,P30304;Q00987,"R-HSA-6804741;R-HSA-69604;R-HSA-75016;R-HSA-69608;R-HSA-6804955;R-HSA-69598"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",1,46,3,502,0.003163251272177142,0.9564244616089346,0.9564244616089346,13,35,0.0025895235276709085,9606,Homo sapiens,"O00141","O00141",P35609;P12814;Q92736,Q00987;O75604,"R-HSA-5689972;R-HSA-6804741;R-HSA-6795460;R-HSA-198599;R-HSA-6793666;R-HSA-6795667;R-HSA-6795473;R-HSA-3700992;R-HSA-6792863;R-HSA-6805022;R-HSA-6793661;R-HSA-6804955;R-HSA-6795290"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",0,109,3,455,0.00749553018841975,0.9566811741407337,0.9566811741407337,4,18,0.0013317549570878958,9606,Homo sapiens,"","",P05067;Q16623;P05556,P01375;Q9BY76;P01137;P16671,"R-HSA-560473;R-HSA-560491;R-HSA-381283;R-HSA-560517"
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",1,162,3,385,0.011140145784623847,0.9566811741407337,0.9566811741407337,4,67,0.004957087895827167,9606,Homo sapiens,"P49281","P49281",P14416;P49768;P26678,Q8IWU4;Q3KNW5;Q01959,"R-HSA-435349;R-HSA-379393;R-HSA-437136;R-HSA-433089"
R-HSA-9663891,"Selective autophagy",1,89,3,481,0.006120203548342732,0.9589251059226318,0.9589251059226318,13,48,0.003551346552234389,9606,Homo sapiens,"P21796","P21796",P62258;P05067;P21796,Q13501;Q9BXM7;P21796;Q9GZQ8;P11142,"R-HSA-9664880;R-HSA-9664855;R-HSA-5205673;R-HSA-5205672;R-HSA-9664892;R-HSA-5205663;R-HSA-9664867;R-HSA-5205661;R-HSA-9613352;R-HSA-5205652;R-HSA-5205682;R-HSA-5205649;R-HSA-5205681"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",0,189,2,391,0.012996836748727822,0.9594078799993914,0.9594078799993914,2,7,5.179047055341817E-4,9606,Homo sapiens,"","",O14958;P05067,Q99547;Q13895;P48730,"R-HSA-6791223;R-HSA-6791218"
R-HSA-1428517,"The citric acid (TCA) cycle and respiratory electron transport",1,235,8,362,0.016160088020904965,0.9594078799993914,0.9594078799993914,3,67,0.004957087895827167,9606,Homo sapiens,"P21796","P21796",P05067;P0DP23;P06241;P49768;P62258;P0DP25;P0DP24;P05067;P21796;P17252,P19404;Q9BYZ2;P21796;P49821,"R-HSA-6807826;R-HSA-6788556;R-HSA-9012374"
R-HSA-2555396,"Mitotic Metaphase and Anaphase",0,250,3,342,0.01719158300096273,0.9605903287035165,0.9605903287035165,3,33,0.0024415507546611424,9606,Homo sapiens,"","",Q14957;P49768;P05067,P53350;Q8WUX9,"R-HSA-163010;R-HSA-9668415;R-HSA-9668335"
R-HSA-9678108,"SARS-CoV-1 Infection",0,93,6,479,0.006395268876358135,0.9608226854131215,0.9608226854131215,9,111,0.008212488902042025,9606,Homo sapiens,"","",P16615;P17612;P05067;P05067;P21796;P05556,Q9BYF1;P27824;Q9GZQ8;P49841,"R-HSA-9687121;R-HSA-9678128;R-HSA-9695415;R-HSA-9686710;R-HSA-9687109;R-HSA-9686731;R-HSA-9687435;R-HSA-9687724;R-HSA-9683772"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",1,107,4,498,0.0073579975244120474,0.961511632656706,0.961511632656706,12,58,0.00429121041728322,9606,Homo sapiens,"P05067","P05067",Q03135;O00141;P05067;P21796,P01100;P05412;P15336;P19419;Q06124;P16220;Q14790,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-199895;R-HSA-168053;R-HSA-198731;R-HSA-168440;R-HSA-2562541;R-HSA-168136;R-HSA-199935;R-HSA-166271;R-HSA-199917"
R-HSA-166166,"MyD88-independent TLR4 cascade ",1,107,4,499,0.0073579975244120474,0.961511632656706,0.961511632656706,12,60,0.004439183190292986,9606,Homo sapiens,"P05067","P05067",Q03135;O00141;P05067;P21796,P01100;P05412;P15336;P19419;Q06124;P16220;Q14790,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-199895;R-HSA-168053;R-HSA-198731;R-HSA-168440;R-HSA-2562541;R-HSA-168136;R-HSA-199935;R-HSA-166271;R-HSA-199917"
R-HSA-1989781,"PPARA activates gene expression",0,175,7,400,0.01203410810067391,0.9628536747287243,0.9628536747287243,8,41,0.0030334418467002073,9606,Homo sapiens,"","",Q14957;Q13425;Q13424;P49810;Q03135;P05067;P05556,Q9BY76;Q14192;O95477;Q16881;P02647;Q07869;P16671;Q99743,"R-HSA-879724;R-HSA-560473;R-HSA-1989754;R-HSA-1368065;R-HSA-1989752;R-HSA-1989765;R-HSA-1989747;R-HSA-560517"
R-HSA-8868773,"rRNA processing in the nucleus and cytosol",0,207,2,398,0.014234630724797139,0.9645711106160201,0.9645711106160201,2,15,0.0011097957975732466,9606,Homo sapiens,"","",O14958;P05067,Q99547;Q13895;P48730,"R-HSA-6791223;R-HSA-6791218"
R-HSA-5358351,"Signaling by Hedgehog",1,168,4,423,0.011552743776646954,0.9647801744070322,0.9647801744070322,9,82,0.006066883693400415,9606,Homo sapiens,"P17612","P17612",P17612;P05067;P05067;P05556,P25098;P49841;P78536,"R-HSA-5610741;R-HSA-5610720;R-HSA-5633040;R-HSA-5632674;R-HSA-5610717;R-HSA-5610749;R-HSA-5362793;R-HSA-5610732;R-HSA-5610730"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",0,83,6,519,0.005707605556319626,0.9668046591943438,0.9668046591943438,6,68,0.005031074282332051,9606,Homo sapiens,"","",P05067;P0DP23;P0DP25;P0DP24;P35609;Q03135;P05067;P17252,O15392;P55957;P17936;P78560;P25445,"R-HSA-6800035;R-HSA-6797763;R-HSA-6800001;R-HSA-6800044;R-HSA-6791291;R-HSA-6800794"
R-HSA-2980736,"Peptide hormone metabolism",1,127,3,479,0.008733324164489065,0.9679634866902682,0.9679634866902682,5,63,0.004661142349807635,9606,Homo sapiens,"Q16623","Q16623",Q13586;P26678;P05556,Q8IWU4;Q9BYF1;O00471,"R-HSA-2022378;R-HSA-2022379;R-HSA-437136;R-HSA-9023173;R-HSA-265177"
R-HSA-400253,"Circadian Clock",0,105,2,510,0.007220464860404346,0.9681526841055101,0.9681526841055101,4,59,0.004365196803788103,9606,Homo sapiens,"","",Q14957;P21796,P15336;Q07869;Q99743;O15534,"R-HSA-879724;R-HSA-1368065;R-HSA-549533;R-HSA-1368140"
R-HSA-1266738,"Developmental Biology",16,1262,25,3132,0.08678311098885985,0.9683566068156934,0.9683566068156934,126,556,0.041136430896715,9606,Homo sapiens,"Q14524;P05556;Q16623;O43497;Q01484;Q13936;Q08289;P17612;P14780;Q02641;P17252;P06241;Q9UBN4;P49810;P49768","Q14524;P05556;Q16623;O43497;Q01484;Q13936;Q08289;P17612;P14780;Q02641;P17252;P06241;Q9UBN4;P49810;P06241-1;P49768",P30626;P0DP24;P11021;P06241;Q9UKS6;P16615;Q14957;O00141;P20073;P05067;P17252;P17612;P0DP23;P62258;P0DP25;O00499;Q16623;O00499;Q99828;Q02790;P05067;P05067;P05067;P12814;Q03135;P05067;P05556,P01375;P05412;P01137;P06241;Q07889;Q13485;Q96S59;Q9Y490;P17677;P40763;P20936;O60422;Q02246;Q06124;P16220;Q9BY76;P19174;P00533;P01106;P28482;Q9HD67;P24588;P29353;P24941;O14672;P04156;P49841;Q04759;18348;Q9NZU0;P11940;P12931;P56693;P52735;O43639;O00401;P16671;P11142;P00519,"R-HSA-593672;R-HSA-525833;R-HSA-3928633;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-593690;R-HSA-3928623;R-HSA-3928615;R-HSA-3928614;R-HSA-9634445;R-HSA-3928602;R-HSA-3928601;R-HSA-3928600;R-HSA-418850;R-HSA-3928607;R-HSA-5682802;R-HSA-3928604;R-HSA-622382;R-HSA-434990;R-HSA-3928594;R-HSA-418863;R-HSA-392751;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-418868;R-HSA-3928584;R-HSA-418865;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-418874;R-HSA-399930;R-HSA-3928583;R-HSA-399931;R-HSA-399928;R-HSA-3928580;R-HSA-622390;R-HSA-399942;R-HSA-8855237;R-HSA-399941;R-HSA-399939;R-HSA-399936;R-HSA-399951;R-HSA-210767;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-9010648;R-HSA-560473;R-HSA-8855508;R-HSA-9614790;R-HSA-399952;R-HSA-9010641;R-HSA-8933328;R-HSA-9010643;R-HSA-9613768;R-HSA-9619657;R-HSA-8985812;R-HSA-170847;R-HSA-9010647;R-HSA-9010646;R-HSA-560491;R-HSA-9616116;R-HSA-381283;R-HSA-3928657;R-HSA-3928656;R-HSA-8853737;R-HSA-3928660;R-HSA-392053;R-HSA-3928651;R-HSA-9010681;R-HSA-375157;R-HSA-392054;R-HSA-3928648;R-HSA-392051;R-HSA-375154;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-8853755;R-HSA-3928645;R-HSA-374662;R-HSA-9615638;R-HSA-445069;R-HSA-374664;R-HSA-445067;R-HSA-560517;R-HSA-445064;R-HSA-445079;R-HSA-445076;R-HSA-374673;R-HSA-374672;R-HSA-210837;R-HSA-374675;R-HSA-445087;R-HSA-374686;R-HSA-445085;R-HSA-9011241;R-HSA-452515;R-HSA-4093336;R-HSA-445088;R-HSA-374701;R-HSA-5617661;R-HSA-9624120;R-HSA-4093330;R-HSA-4093327;R-HSA-449200;R-HSA-9618725;R-HSA-391868;R-HSA-391871;R-HSA-391865;R-HSA-391867;R-HSA-9010231;R-HSA-391866;R-HSA-9613648;R-HSA-373716;R-HSA-9014610;R-HSA-8855915;R-HSA-9618559;R-HSA-373739;R-HSA-8854908;R-HSA-199935"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",0,177,7,435,0.012171640764681612,0.9687136513631547,0.9687136513631547,9,44,0.0032554010062148565,9606,Homo sapiens,"","",Q14957;Q13425;Q13424;P49810;Q03135;P05067;P05556,Q9BY76;Q14192;O95477;Q16881;P02647;Q07869;P16671;Q99743,"R-HSA-879724;R-HSA-560473;R-HSA-1989754;R-HSA-1368065;R-HSA-1989752;R-HSA-400204;R-HSA-1989765;R-HSA-1989747;R-HSA-560517"
R-HSA-9725370,"Signaling by ALK fusions and activated point mutants",0,66,7,540,0.0045385779122541605,0.9694463874895963,0.9694463874895963,6,29,0.00214560520864161,9606,Homo sapiens,"","",P30626;P62258;P11021;P12814;Q03135;P20073;P05556,P40763;18348;P19174;16618;P35568;P62993,"R-HSA-9712084;R-HSA-9710917;R-HSA-9710914;R-HSA-9724099;R-HSA-9712079;R-HSA-9712088"
R-HSA-9700206,"Signaling by ALK in cancer",0,66,7,540,0.0045385779122541605,0.9694463874895963,0.9694463874895963,6,37,0.0027374963006806747,9606,Homo sapiens,"","",P30626;P62258;P11021;P12814;Q03135;P20073;P05556,P40763;18348;P19174;16618;P35568;P62993,"R-HSA-9712084;R-HSA-9710917;R-HSA-9710914;R-HSA-9724099;R-HSA-9712079;R-HSA-9712088"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",1,118,8,526,0.008114427176454407,0.9699847441118941,0.9699847441118941,12,64,0.004735128736312519,9606,Homo sapiens,"P05067","P05067",P62258;P49810;P49768;P12814;P20073;O00141;P05067;P21796,P01100;18348;P05412;P15336;Q13233;P19419;Q9BQ95;P16220,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-199895;R-HSA-166869;R-HSA-168053;R-HSA-2559456;R-HSA-198731;R-HSA-168440;R-HSA-168136;R-HSA-199935;R-HSA-199917"
R-HSA-983231,"Factors involved in megakaryocyte development and platelet production",1,194,3,432,0.013340668408747078,0.9701620967962893,0.9701620967962893,3,43,0.0031814146197099735,9606,Homo sapiens,"P17612","P17612",Q14957;P62258;P05067,Q00535;P24941;P00519,"R-HSA-1013833;R-HSA-1013881;R-HSA-992708"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",1,121,8,527,0.00832072617246596,0.9706879414029591,0.9706879414029591,12,66,0.004883101509322285,9606,Homo sapiens,"P05067","P05067",P62258;P49810;P49768;P12814;P20073;O00141;P05067;P21796,P01100;18348;P05412;P15336;Q13233;P19419;Q9BQ95;P16220,"R-HSA-450292;R-HSA-450325;R-HSA-168166;R-HSA-199895;R-HSA-166869;R-HSA-168053;R-HSA-2559456;R-HSA-198731;R-HSA-168440;R-HSA-168136;R-HSA-199935;R-HSA-199917"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",1,118,8,531,0.008114427176454407,0.9708611718237156,0.9708611718237156,13,66,0.004883101509322285,9606,Homo sapiens,"P05067","P05067",P62258;P49810;P49768;P12814;P20073;O00141;P05067;P21796,P01100;18348;P05412;P15336;Q13233;P19419;Q9BQ95;P16220;P16671,"R-HSA-168166;R-HSA-2559456;R-HSA-198731;R-HSA-168136;R-HSA-199917;R-HSA-2559464;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-166869;R-HSA-168053;R-HSA-168440;R-HSA-199935"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",1,121,8,531,0.00832072617246596,0.9713747929171967,0.9713747929171967,13,68,0.005031074282332051,9606,Homo sapiens,"P05067","P05067",P62258;P49810;P49768;P12814;P20073;O00141;P05067;P21796,P01100;18348;P05412;P15336;Q13233;P19419;Q9BQ95;P16220;P16671,"R-HSA-168166;R-HSA-2559456;R-HSA-198731;R-HSA-168136;R-HSA-199917;R-HSA-2559464;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-166869;R-HSA-168053;R-HSA-168440;R-HSA-199935"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",0,55,8,579,0.0037821482602118004,0.9722109445172118,0.9722109445172118,10,38,0.0028114826871855577,9606,Homo sapiens,"","",P16615;Q14957;P62258;P62942;P11021;O00499;P05067;O00499,Q9GZV5;P01106;Q13485;Q13573;O15105,"R-HSA-5252001;R-HSA-2186771;R-HSA-1484099;R-HSA-2031355;R-HSA-870437;R-HSA-2106586;R-HSA-209055;R-HSA-2179276;R-HSA-170847;R-HSA-2106591"
R-HSA-9020591,"Interleukin-12 signaling",1,84,5,542,0.005776371888323477,0.9722109445172118,0.9722109445172118,6,56,0.004143237644273453,9606,Homo sapiens,"P78417","P78417",P0DP23;Q8NBP7;P49810;P0DP25;P0DP24;P05067;P17252,P52597;P62937;Q53EL6;P11233;P07355,"R-HSA-8950328;R-HSA-8950175;R-HSA-8950415;R-HSA-8950480;R-HSA-8950721;R-HSA-8950533"
